Severity	Code	Description	Project	File	Line	Suppression State	Details
Error (active)	CS0117	'PERMIT_APPLICATION' does not contain a definition for 'WASTE_TYPE'	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicationMapper.cs	180		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'APPLICATION_TYPE' and no accessible extension method 'APPLICATION_TYPE' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicationMapper.cs	204		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'STATUS' and no accessible extension method 'STATUS' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicationMapper.cs	205		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'COUNTRY' and no accessible extension method 'COUNTRY' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicationMapper.cs	206		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'STATE_PROVINCE' and no accessible extension method 'STATE_PROVINCE' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicationMapper.cs	207		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'REGULATORY_AUTHORITY' and no accessible extension method 'REGULATORY_AUTHORITY' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicationMapper.cs	208		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'SUBMITTED_DATE' and no accessible extension method 'SUBMITTED_DATE' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicationMapper.cs	209		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'RECEIVED_DATE' and no accessible extension method 'RECEIVED_DATE' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicationMapper.cs	210		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'DECISION_DATE' and no accessible extension method 'DECISION_DATE' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicationMapper.cs	211		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'DECISION' and no accessible extension method 'DECISION' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicationMapper.cs	214		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'REFERENCE_NUMBER' and no accessible extension method 'REFERENCE_NUMBER' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicationMapper.cs	215		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'FEES_DESCRIPTION' and no accessible extension method 'FEES_DESCRIPTION' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicationMapper.cs	216		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'FEES_PAID' and no accessible extension method 'FEES_PAID' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicationMapper.cs	217		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'REMARKS' and no accessible extension method 'REMARKS' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicationMapper.cs	218		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'SUBMISSION_COMPLETE' and no accessible extension method 'SUBMISSION_COMPLETE' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicationMapper.cs	219		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'SUBMISSION_DESCRIPTION' and no accessible extension method 'SUBMISSION_DESCRIPTION' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicationMapper.cs	220		
Error (active)	CS1061	'APPLIC_BA' does not contain a definition for 'APPLIC_BA_ID' and no accessible extension method 'APPLIC_BA_ID' accepting a first argument of type 'APPLIC_BA' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicBusinessAssociateMapper.cs	17		
Error (active)	CS1061	'APPLIC_BA' does not contain a definition for 'PERMIT_APPLICATION_ID' and no accessible extension method 'PERMIT_APPLICATION_ID' accepting a first argument of type 'APPLIC_BA' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicBusinessAssociateMapper.cs	18		
Error (active)	CS1061	'APPLIC_BA' does not contain a definition for 'BUSINESS_ASSOCIATE_ID' and no accessible extension method 'BUSINESS_ASSOCIATE_ID' accepting a first argument of type 'APPLIC_BA' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicBusinessAssociateMapper.cs	19		
Error (active)	CS1061	'APPLIC_BA' does not contain a definition for 'BA_ROLE' and no accessible extension method 'BA_ROLE' accepting a first argument of type 'APPLIC_BA' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicBusinessAssociateMapper.cs	20		
Error (active)	CS1061	'APPLIC_BA' does not contain a definition for 'REMARKS' and no accessible extension method 'REMARKS' accepting a first argument of type 'APPLIC_BA' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicBusinessAssociateMapper.cs	23		
Error (active)	CS1061	'APPLIC_BA' does not contain a definition for 'APPLIC_BA_ID' and no accessible extension method 'APPLIC_BA_ID' accepting a first argument of type 'APPLIC_BA' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicBusinessAssociateMapper.cs	34		
Error (active)	CS1061	'APPLIC_BA' does not contain a definition for 'PERMIT_APPLICATION_ID' and no accessible extension method 'PERMIT_APPLICATION_ID' accepting a first argument of type 'APPLIC_BA' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicBusinessAssociateMapper.cs	35		
Error (active)	CS1061	'APPLIC_BA' does not contain a definition for 'BUSINESS_ASSOCIATE_ID' and no accessible extension method 'BUSINESS_ASSOCIATE_ID' accepting a first argument of type 'APPLIC_BA' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicBusinessAssociateMapper.cs	36		
Error (active)	CS1061	'APPLIC_BA' does not contain a definition for 'BA_ROLE' and no accessible extension method 'BA_ROLE' accepting a first argument of type 'APPLIC_BA' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicBusinessAssociateMapper.cs	37		
Error (active)	CS1061	'APPLIC_BA' does not contain a definition for 'REMARKS' and no accessible extension method 'REMARKS' accepting a first argument of type 'APPLIC_BA' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicBusinessAssociateMapper.cs	40		
Error (active)	CS1061	'APPLIC_DESC' does not contain a definition for 'APPLIC_DESC_ID' and no accessible extension method 'APPLIC_DESC_ID' accepting a first argument of type 'APPLIC_DESC' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicDescriptionMapper.cs	16		
Error (active)	CS1061	'APPLIC_DESC' does not contain a definition for 'PERMIT_APPLICATION_ID' and no accessible extension method 'PERMIT_APPLICATION_ID' accepting a first argument of type 'APPLIC_DESC' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicDescriptionMapper.cs	17		
Error (active)	CS1061	'APPLIC_DESC' does not contain a definition for 'DESCRIPTION_TYPE' and no accessible extension method 'DESCRIPTION_TYPE' accepting a first argument of type 'APPLIC_DESC' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicDescriptionMapper.cs	18		
Error (active)	CS1061	'APPLIC_DESC' does not contain a definition for 'APPLIC_DESC_ID' and no accessible extension method 'APPLIC_DESC_ID' accepting a first argument of type 'APPLIC_DESC' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicDescriptionMapper.cs	32		
Error (active)	CS1061	'APPLIC_DESC' does not contain a definition for 'PERMIT_APPLICATION_ID' and no accessible extension method 'PERMIT_APPLICATION_ID' accepting a first argument of type 'APPLIC_DESC' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicDescriptionMapper.cs	33		
Error (active)	CS1061	'APPLIC_DESC' does not contain a definition for 'DESCRIPTION_TYPE' and no accessible extension method 'DESCRIPTION_TYPE' accepting a first argument of type 'APPLIC_DESC' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicDescriptionMapper.cs	34		
Error (active)	CS1061	'APPLIC_REMARK' does not contain a definition for 'APPLIC_REMARK_ID' and no accessible extension method 'APPLIC_REMARK_ID' accepting a first argument of type 'APPLIC_REMARK' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicRemarkMapper.cs	16		
Error (active)	CS1061	'APPLIC_REMARK' does not contain a definition for 'PERMIT_APPLICATION_ID' and no accessible extension method 'PERMIT_APPLICATION_ID' accepting a first argument of type 'APPLIC_REMARK' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicRemarkMapper.cs	17		
Error (active)	CS1061	'APPLIC_REMARK' does not contain a definition for 'REMARK_TEXT' and no accessible extension method 'REMARK_TEXT' accepting a first argument of type 'APPLIC_REMARK' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicRemarkMapper.cs	19		
Error (active)	CS1061	'APPLIC_REMARK' does not contain a definition for 'APPLIC_REMARK_ID' and no accessible extension method 'APPLIC_REMARK_ID' accepting a first argument of type 'APPLIC_REMARK' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicRemarkMapper.cs	32		
Error (active)	CS1061	'APPLIC_REMARK' does not contain a definition for 'PERMIT_APPLICATION_ID' and no accessible extension method 'PERMIT_APPLICATION_ID' accepting a first argument of type 'APPLIC_REMARK' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicRemarkMapper.cs	33		
Error (active)	CS1061	'APPLIC_REMARK' does not contain a definition for 'REMARK_TEXT' and no accessible extension method 'REMARK_TEXT' accepting a first argument of type 'APPLIC_REMARK' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\ApplicRemarkMapper.cs	35		
Error (active)	CS0266	Cannot implicitly convert type 'decimal?' to 'decimal'. An explicit conversion exists (are you missing a cast?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\DataMapping\BaPermitMapper.cs	36		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'WELL_UWI' and no accessible extension method 'WELL_UWI' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Forms\PermitFormRenderer.cs	62		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'LEGAL_DESCRIPTION' and no accessible extension method 'LEGAL_DESCRIPTION' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Forms\PermitFormRenderer.cs	63		
Error (active)	CS0023	Operator '?' cannot be applied to operand of type 'decimal'	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Forms\PermitFormRenderer.cs	65		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'SURFACE_OWNER_NOTIFIED_IND' and no accessible extension method 'SURFACE_OWNER_NOTIFIED_IND' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Forms\PermitFormRenderer.cs	67		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'ENVIRONMENTAL_ASSESSMENT_REQUIRED_IND' and no accessible extension method 'ENVIRONMENTAL_ASSESSMENT_REQUIRED_IND' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Forms\PermitFormRenderer.cs	68		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'ENVIRONMENTAL_ASSESSMENT_REFERENCE' and no accessible extension method 'ENVIRONMENTAL_ASSESSMENT_REFERENCE' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Forms\PermitFormRenderer.cs	69		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'SPACING_UNIT' and no accessible extension method 'SPACING_UNIT' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Forms\PermitFormRenderer.cs	70		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'PERMIT_TYPE' and no accessible extension method 'PERMIT_TYPE' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Forms\PermitFormRenderer.cs	71		
